Time,x_world,y_world,z_world,x_world_smoothed,y_world_smoothed,z_world_smoothed
3.136301040649414,115.04432737450023,2.008106203945021,7.045506428716867e-15,115.04432737450023,2.008106203945021,7.045506428716867e-15
3.183532238006592,120.96535716527589,4.2242033540555335,7.411506762676184e-15,118.00484226988806,3.1161547790002775,7.228506595696526e-15
3.2235543727874756,114.90416358281452,6.021872043750605,7.045506428716867e-15,116.97128270753022,4.08472720058372,7.16750654003664e-15
3.2663187980651855,116.2163365507758,8.126637910749816,7.133575259075828e-15,116.78254616834161,5.0952048781252435,7.159023719796436e-15
3.304216146469116,134.5586166400297,11.772353535733357,8.270811894580669e-15,120.33776026267921,6.430634609646866,7.381381354753283e-15
3.3406455516815186,110.34469059584835,11.597694320704322,6.793881199119835e-15,118.67224865154076,7.291811228156443,7.283464662147708e-15
3.38450026512146,107.56441928789114,13.207249991039635,6.635883961931002e-15,117.0854158853051,8.136873908568328,7.190953133545322e-15
3.4222497940063477,115.36635379190153,16.213683658485245,7.133575259075828e-15,116.87053312362964,9.146475127307943,7.183780899236635e-15
3.466562509536743,107.31753841107121,15.082496426497901,6.635883961931002e-15,115.80908926667871,9.80603304944016,7.122903461758232e-15
3.5036675930023193,109.87271789704909,15.44160348427166,6.793881199119835e-15,115.21545212971576,10.369590092923309,7.090001235494392e-15
3.540796995162964,110.12547688998377,13.521708324159626,6.793881199119835e-15,114.75272710792193,10.656146295762975,7.063081232187613e-15
3.585942268371582,105.3290228414916,11.070526397035943,6.485068417341661e-15,113.96741841905275,10.690677970869055,7.014913497617118e-15
3.6201415061950684,106.71890285243735,9.336694183512662,6.559609433632945e-15,113.40984029854386,10.586525371841642,6.979890108079874e-15
3.6511285305023193,106.8655968282996,7.47277049264351,6.559609433632945e-15,112.94239433638356,10.364114309041772,6.949870059905092e-15
3.703301191329956,104.57569944053905,5.480580174649426,6.412202480068159e-15,112.38461467666058,10.038545366748952,6.91402555458263e-15
3.7400989532470703,102.35530221677189,3.5743259149700664,6.271274953033694e-15,111.75778264791754,9.63453165101277,6.873853641985822e-15
3.786412477493286,104.70326423971369,1.8276022755005246,6.412202480068159e-15,111.34281097684674,9.175300511276756,6.846697691284784e-15
3.8236398696899414,105.89307406061953,1.848370483176667,6.485068417341661e-15,111.04004781483411,8.768248843048973,6.8266071760657215e-15
3.853316307067871,101.28902736233172,1.7680065491255075,6.2031089209355016e-15,110.52683621207083,8.399815038105634,6.793791478427288e-15
3.9052398204803467,107.11023583143125,1.86961612091433,6.559609433632945e-15,110.35600619303884,8.073305092246068,6.7820823761875705e-15
3.941922426223755,107.11023583143125,1.86961612091433,6.559609433632945e-15,110.20144569962898,7.777891331706462,6.771488426542114e-15
3.9874303340911865,105.89307406061953,1.848370483176667,6.485068417341661e-15,110.00561062512853,7.508367656773289,6.75846933521482e-15
4.01973819732666,105.89307406061953,1.848370483176667,6.485068417341661e-15,109.82680468754118,7.262280823138654,6.746582338785552e-15
4.0565574169158936,103.5398946370502,1.807295583550519,6.34095578584518e-15,109.56485010210406,7.034989771489148,6.729681232413036e-15
4.105384588241577,105.89307406061953,1.848370483176667,6.485068417341661e-15,109.41797906044467,6.8275249999566485,6.719896719810181e-15
4.139436721801758,108.35570368993626,1.891355843250543,6.635883961931002e-15,109.37712231542513,6.637672340083337,6.716665459891751e-15
4.1868133544921875,104.70326423971369,1.8276022755005246,6.412202480068159e-15,109.20401646076914,6.45952159695064,6.705389053231618e-15
4.223403453826904,104.70326423971369,1.8276022755005246,6.412202480068159e-15,109.04327531001717,6.294095906898851,6.694918104190066e-15
4.256570100784302,104.70326423971369,1.8276022755005246,6.412202480068159e-15,108.89361975586877,6.140078885126494,6.685169289565173e-15
4.3061699867248535,104.70326423971369,1.8276022755005246,6.412202480068159e-15,108.7539412386636,5.996329664805629,6.676070395915272e-15
4.336287021636963,105.89307406061953,1.848370483176667,6.485068417341661e-15,108.66165520066218,5.862524529914372,6.669909041767737e-15
4.384464263916016,103.5398946370502,1.807295583550519,6.34095578584518e-15,108.5016001830493,5.735798625340501,6.6596292525201564e-15
4.4234843254089355,104.70326423971369,1.8276022755005246,6.412202480068159e-15,108.38649909385731,5.617368432921108,6.6521314715367626e-15
4.465942144393921,108.35570368993626,1.891355843250543,6.635883961931002e-15,108.38559334668317,5.507779827342562,6.651653603607181e-15
4.5053393840789795,108.35570368993626,1.891355843250543,6.635883961931002e-15,108.3847393564904,5.404453427797075,6.651203042416434e-15
4.53976845741272,108.30619188053771,3.7821355611892566,6.635883961931002e-15,108.38255748215838,5.359389042613525,6.650777512402949e-15
4.584646701812744,106.97973850813766,5.606570523491943,6.559609433632945e-15,108.34464345583349,5.366069623177807,6.64831351027403e-15
